seed,negative_penalty,lr,dd_threshold,architecture,param_hash,accuracy_train,f1_train,precision_train,recall_train,auc_train,accuracy_valid,f1_valid,precision_valid,recall_valid,auc_valid
0,"[3, 1]",95,0.001,1,-4781901312666028972,0.5714285714285714,0.0,0.0,0.0,0.47685185185185186,0.5,0.0,0.0,0.0,0.5555555555555556
0,"[3, 1]",95,0.0001,1,-1202501418423672588,0.5714285714285714,0.0,0.0,0.0,0.5092592592592593,0.5,0.0,0.0,0.0,0.22222222222222224
0,"[3, 1]",97.5,0.001,1,169734510484782055,0.5714285714285714,0.0,0.0,0.0,0.1759259259259259,0.5,0.0,0.0,0.0,0.5555555555555556
0,"[3, 1]",97.5,0.0001,1,5885681106989479367,0.5714285714285714,0.0,0.0,0.0,0.2638888888888889,0.5,0.0,0.0,0.0,0.6666666666666667
0,"[6, 1]",95,0.001,1,8631623603102478005,0.5714285714285714,0.0,0.0,0.0,0.34259259259259256,0.5,0.0,0.0,0.0,0.6666666666666666
0,"[6, 1]",95,0.0001,1,6846416831723006101,0.5714285714285714,0.0,0.0,0.0,0.2685185185185185,0.5,0.0,0.0,0.0,0.33333333333333337
0,"[6, 1]",97.5,0.001,1,-2918908910604671198,0.5714285714285714,0.0,0.0,0.0,0.3055555555555556,0.5,0.0,0.0,0.0,0.888888888888889
0,"[6, 1]",97.5,0.0001,1,-6773661278049627198,0.5714285714285714,0.0,0.0,0.0,0.6898148148148148,0.5,0.0,0.0,0.0,0.2777777777777778
